data_file,snapshot_date,Customer_ID,loan_id,column_name,original_value,changed_to,rationale
attributes,2024-02-01,CUS_0x66dd,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x684c,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x688e,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x6ad0,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x6cda,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x6edb,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x6fa4,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x7ae7,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x86b5,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x8c03,,Age,4670,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x8e4e,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x8ec5,,Age,2778,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x9053,,Age,16_,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x9535,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x9636,,Age,506,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0x9893,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xa156,,Age,4431,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xa560,,Age,395,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xa68e,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xa7c3,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xa9c2,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xab07,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xaf0d,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xb14,,Age,3052,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xb2d5,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xb805,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xb87a,,Age,5784,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xb92e,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xbb1b,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-02-01,CUS_0xe3f,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x1192,,Age,5498,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x1ecf,,Age,2160,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x282a,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x2ad6,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x31d5,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x3c46,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x42d2,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x4636,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x4d3d,,Age,448,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x5634,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x57e8,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x5adc,,Age,6043,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x5b05,,Age,17_,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x5d77,,Age,16_,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x659b,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x67e2,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x6fa7,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x74a3,,Age,4536,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x7aba,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x7cea,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x8216,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x8908,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x8ba4,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x970b,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0x9f5e,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0xa0ee,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0xa11c,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0xa696,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0xaac3,,Age,4049,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0xb5b9,,Age,1265,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0xbe20,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0xc475,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-05-01,CUS_0xf9f,,Age,509,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x13e4,,Age,1248_,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x1be1,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x22fe,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x2596,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x28df,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x2db5,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x2f04,,Age,5316,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x332b,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x3644,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x36ab,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x36d3,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x36eb,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x3bbf,,Age,3125,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x3c55,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x3e52,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x4334,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x44f0,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x4779,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x4df9,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x512d,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x5905,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x5a88,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x63c,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x6603,,Age,2170,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x66eb,,Age,2932,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x6a27,,Age,4133,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x6bd,,Age,925,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x6e6f,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x6f81,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x7aad,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x7e50,,Age,4301_,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x7f2a,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x7f86,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x851c,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x88cb,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x8d3,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x906c,,Age,16_,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0x925,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xa234,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xa40e,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xa57,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xa78b,,Age,6814,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xac15,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xbac7,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xbb5a,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xbb77,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xbea3,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xc081,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xc34a,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xc3b8,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xc3c1,,Age,8105,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xf60,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2025-01-01,CUS_0xf95,,Age,17_,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x1375,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x1ef5,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x24e1,,Age,2329_,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x255d,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x2fd6,,Age,8100,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x31e9,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x3873,,Age,6283,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x3bd0,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x42c6,,Age,15_,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x4322,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x43c5,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x50f7,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x54d4,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x58bf,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x5f30,,Age,8547,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x6915,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x695c,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x6a8a,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x7c01,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x7c2f,,Age,1094,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x7c66,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x7cfc,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x8065,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x832d,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x8b1,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x8b17,,Age,8448,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x8d21,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x92f0,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x97bd,,Age,2038,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0x9916,,Age,203,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xa0c,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xa83,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xaaff,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xabf2,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xae9e,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xafb5,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xb0c4,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xb6e3,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xba9d,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xc2e2,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xc5e8,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xc60e,,Age,2604,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xd20,,Age,7459,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-01-01,CUS_0xd73,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x105c,,Age,4746,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x145c,,Age,5959,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x157a,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x1766,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x1de3,,Age,2318,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x1e70,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x2ab3,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x344a,,Age,6280,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x38b3,,Age,17_,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x3fbf,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x40c8,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x48ac,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x4aef,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x52b7,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x5c2,,Age,5645,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x5d0b,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x5ecf,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x6902,,Age,4351,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x6dc9,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x6dcf,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x7899,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x7e24,,Age,6728,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x83e,,Age,14,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x8b0c,,Age,4909,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x92c6,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x96c,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0x9d77,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0xa2a7,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0xa843,,Age,7279,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0xaf3b,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0xbb7e,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0xc2c0,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0xc726,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0xcad,,Age,8628,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2023-06-01,CUS_0xd83,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x1458,,Age,6657,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x151b,,Age,344,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x1563,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x1948,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x1be8,,Age,6113,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x278f,,Age,1990,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x347d,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x3761,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x39a6,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x408c,,Age,3493,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x49a4,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x4ba1,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x4c44,,Age,-500,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x4c84,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x4da6,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x5228,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x574d,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x597c,,Age,16,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x5afd,,Age,4120,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x5fdb,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x6015,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x66e3,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x670d,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x6b94,,Age,17,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x6ec8,,Age,7139,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x70bc,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x771d,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x7a53,,Age,7123,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x8026,,Age,15,NULL,Set to null because Age is outside the valid 18-100 range.
attributes,2024-12-01,CUS_0x8353,,Age,325,NULL,Set to null because Age is outside the valid 18-100 range.
